"Union Cafe","Mon - Weds, Sat 5 pm - 12:45 pm / Thurs 7:45 am - 4:45 pm / Fri 6:15 am - 8 am / Sun 5:45 pm - 3:15 am"
"Buca di Beppo - Columbus","Mon - Weds 5 am - 10:45 am / Thurs 9 am - 1 am / Fri 12:15 pm - 7:15 pm / Sat 3 pm - 9:45 pm / Sun 2:30 pm - 12:45 pm"
"Cutler's","Mon - Tues 11 am - 1:45 am / Weds, Sat 3 pm - 11:30 pm / Thurs 5:30 am - 4:15 pm / Fri 8:30 am - 3:45 pm / Sun 1:15 pm - 8:45 pm"
"Cantina Laredo - Columbus","Mon - Tues 6 am - 12 pm / Weds, Sat 4:15 pm - 8:15 pm / Thurs 1:15 pm - 5:30 pm / Fri 2:30 pm - 1 am / Sun 11:15 am - 5:30 pm"
"Barrel 44 - Short North","Mon 9:30 am - 6:45 pm / Tues - Weds 2 pm - 2:45 am / Thurs 2:30 pm - 9:30 pm / Fri 7:45 am - 8:15 am / Sat 10:45 am - 12 pm / Sun 9 am - 12 pm"
"BRAVO Cucina Italiana - Columbus - Crosswoods","Mon, Thurs, Sat 4:15 pm - 9 pm / Tues - Weds 5:30 am - 11 pm / Fri 8:45 am - 1 pm / Sun 1 pm - 3 am"
"Explorers Club","Mon, Thurs 8:30 am - 8:30 pm / Tues 9:30 am - 6:45 pm / Weds 5:15 am - 8:45 pm / Fri 5:30 am - 12:45 pm / Sat - Sun 12:30 pm - 2:30 am"
"The Wine Bistro - Worthington","Mon 12:45 pm - 1:15 pm / Tues 4:30 pm - 1:45 am / Weds 8:30 am - 12:15 pm / Thurs 11:30 am - 7 pm / Fri 3:45 pm - 12 pm / Sat 6:15 am - 11:30 pm / Sun 5:45 am - 12:15 pm"
"Moretti's of Arlington","Mon 5 pm - 3:15 am / Tues 9:30 am - 3:45 pm / Weds 11:45 am - 6 pm / Thurs 10 am - 6:30 pm / Fri, Sun 8:15 am - 6:15 pm / Sat 5 pm - 8:30 pm"
"House of Japan - Dublin","Mon - Tues 7:45 am - 6:15 pm / Weds, Sat 6:15 am - 6 pm / Thurs 5:30 am - 7:15 am / Fri 1 pm - 11:15 pm / Sun 12:15 pm - 7 pm"
"1808 American Bistro","Mon 10:30 am - 3:15 pm / Tues - Weds 7:15 am - 12:30 pm / Thurs 6:45 am - 12 pm / Fri 5 am - 11:30 pm / Sat - Sun 5:30 am - 9:45 am"
"Vittoria","Mon, Fri 8:15 am - 1:15 pm / Tues - Thurs, Sun 3:30 pm - 9:30 pm / Sat 10:45 am - 12 pm"
"Luce Nuovo","Mon, Weds 3 pm - 11 pm / Tues 5 pm - 6:30 pm / Thurs 8:15 am - 7:45 pm / Fri 5:15 pm - 2 am / Sat 4:45 pm - 3:45 am / Sun 11:30 am - 2:15 pm"
"Genji Japanese Steakhouse - Reynoldsburg","Mon, Weds, Fri 8:45 am - 2:15 pm / Tues 11 am - 1 pm / Thurs 2:15 pm - 8:30 pm / Sat 4:15 pm - 8 pm / Sun 1:45 pm - 2:45 am"
"The Patio on Guerra","Mon - Weds, Fri 2 pm - 1:15 am / Thurs 4:30 pm - 3:45 am / Sat - Sun 9:30 am - 11 am"
"Katz 21 Steak and Spirits","Mon 9:45 am - 1 am / Tues 8 am - 6:30 pm / Weds 2:45 pm - 3:15 am / Thurs, Sun 7:15 am - 6 pm / Fri 3:15 pm - 7:15 pm / Sat 10:45 am - 5:45 pm"
"House. Wine. & Bistro","Mon, Sat 1:15 pm - 4:30 pm / Tues - Weds 1:15 pm - 10:30 pm / Thurs 10:45 am - 12 pm / Fri 11:15 am - 8 pm / Sun 4 pm - 7:45 pm"
"SALT","Mon - Tues 7:15 am - 6:30 pm / Weds 5:15 am - 6 am / Thurs 2 pm - 5 pm / Fri 3 pm - 8:15 pm / Sat 2:15 pm - 9 pm / Sun 8:15 am - 2:30 am"
"La Barataria","Mon, Thurs, Sat 5:45 pm - 1:30 am / Tues 11:30 am - 1:45 am / Weds 2 pm - 3:30 am / Fri 5:45 pm - 8:30 pm / Sun 9 am - 3:15 am"
"Local","Mon - Tues 6:15 am - 5 pm / Weds 5:45 pm - 9:15 pm / Thurs 10:30 am - 10:30 pm / Fri 8:30 am - 4 pm / Sat 1 pm - 6:45 pm / Sun 11:45 am - 12 pm"
"Lefty's","Mon 7:30 am - 12:45 pm / Tues, Thurs 2:30 pm - 12:30 pm / Weds 11:30 am - 3:15 am / Fri 3:15 pm - 2 am / Sat 10:45 am - 1:30 am / Sun 1 pm - 10:30 pm"
"Y.O. Ranch Steakhouse","Mon - Tues 9:45 am - 9 pm / Weds 4:30 pm - 5:15 pm / Thurs 1:15 pm - 8:30 pm / Fri 7:15 am - 3:45 pm / Sat 12:45 pm - 11:30 pm / Sun 4:30 pm - 1:45 am"
"Boxwood Tap & Grill","Mon - Tues, Thurs 5:15 am - 9:15 pm / Weds, Sun 1:30 pm - 2:45 am / Fri 7 am - 8:45 am / Sat 5:45 am - 10 pm"
"Neighborhood Services","Mon 5:15 am - 10 pm / Tues 12:15 pm - 2:30 am / Weds 5 pm - 12:30 pm / Thurs 9:30 am - 4 pm / Fri 4:15 pm - 10:30 pm / Sat 5:45 am - 3:15 pm / Sun 12:30 pm - 3:15 pm"
"Park Tavern - Dallas","Mon 5:45 am - 12 pm / Tues 1:15 pm - 10:30 pm / Weds 3 pm - 5:30 pm / Thurs 1:30 pm - 5:15 pm / Fri - Sat 6:45 am - 3:15 am / Sun 2:15 pm - 8:45 pm"
"Mi Dia From Scratch","Mon 2:15 pm - 5:15 pm / Tues 7:30 am - 5:30 pm / Weds 4:45 pm - 6:15 pm / Thurs, Sat 12:45 pm - 6:15 pm / Fri 11 am - 2:45 pm / Sun 5:15 pm - 3:45 am"
"Momo's Pasta Dallas","Mon - Tues 4:15 pm - 11:30 pm / Weds 5:30 am - 4 pm / Thurs 8 am - 2:30 pm / Fri 4:45 pm - 3:45 am / Sat 8:15 am - 12:45 pm / Sun 5:30 pm - 10 pm"
"NAAN Sushi","Mon 4:30 pm - 3:45 am / Tues, Fri - Sat 6:15 am - 3 am / Weds - Thurs 5:45 pm - 10:15 pm / Sun 3 pm - 9:30 pm"
"Trio New American Cafe","Mon 9 am - 11:30 am / Tues 6:30 am - 12:15 pm / Weds 11:45 am - 1:45 am / Thurs - Fri 5:15 am - 10:15 pm / Sat 10:45 am - 3:15 pm / Sun 11:45 am - 2:45 am"
"Stephan Pyles","Mon - Weds 7:30 am - 11:45 am / Thurs 7:45 am - 9:15 am / Fri 4:45 pm - 1:45 am / Sat 9 am - 9:15 pm / Sun 10:45 am - 2 am"
"Villa O","Mon 3:30 pm - 6 pm / Tues 6:15 am - 1 pm / Weds 11:30 am - 10:30 pm / Thurs, Sat 10:15 am - 4:15 pm / Fri 9:30 am - 1:15 am / Sun 5 pm - 2 am"
"State & Allen Kitchen + Bar","Mon 12:30 pm - 3:30 am / Tues - Weds, Sat - Sun 3:45 pm - 7:15 pm / Thurs 8:15 am - 12:15 pm / Fri 11:15 am - 1:45 am"
"Fearing's","Mon - Weds, Fri 4:15 pm - 8:30 pm / Thurs, Sun 2 pm - 4:30 pm / Sat 5:30 am - 6:30 am"
"Pappas Bros. Steakhouse","Mon 10:30 am - 3:45 am / Tues, Thurs 2:15 pm - 2:45 am / Weds 10:45 am - 11:15 am / Fri 8:15 am - 10 pm / Sat 1:30 pm - 1:30 am / Sun 1:45 pm - 3:15 am"
"The Bowen House","Mon 8:45 am - 3:30 am / Tues - Weds 12:30 pm - 2:45 pm / Thurs 12:30 pm - 12 pm / Fri - Sat 5 pm - 11:15 pm / Sun 5:45 pm - 7:30 pm"
"Olenjack's Grille","Mon, Thurs - Fri 9 am - 4:15 pm / Tues 7:15 am - 10:15 am / Weds 1:15 pm - 3 pm / Sat 6:45 am - 2:30 am / Sun 5 pm - 7:45 pm"
"Abacus","Sun - Mon 6:45 am - 9 am / Tues - Weds 5:30 pm - 12:30 pm / Thurs 10:30 am - 1:15 pm / Fri 5:45 pm - 8:15 pm / Sat 12 pm - 4:45 pm"
"Stay C's Kitchen","Mon 9:30 am - 7:15 pm / Tues 6 am - 10 am / Weds - Thurs 7:30 am - 2:15 am / Fri - Sat 8:45 am - 7 pm / Sun 5 am - 11:15 pm"
"Cadot Restaurant","Mon, Sat 2 pm - 11:15 pm / Tues 6:15 am - 5:30 pm / Weds 2 pm - 3:30 pm / Thurs 12:45 pm - 10:15 pm / Fri 2 pm - 9:45 pm / Sun 12:30 pm - 11:45 pm"
"Marie Gabrielle Restaurant & Gardens","Sun - Mon 9:15 am - 3:30 pm / Tues 4:45 pm - 1 am / Weds - Thurs 10 am - 4:45 pm / Fri 11:15 am - 7:30 pm / Sat 12 pm - 10 pm"
"Urban Taco - Uptown","Mon - Tues, Thurs 5 pm - 10:45 pm / Weds, Sat - Sun 5 pm - 2:45 am / Fri 12:15 pm - 1:15 pm"
"Palomino - Dallas","Mon 8:45 am - 12:30 pm / Tues 4:30 pm - 8 pm / Weds - Thurs 10:30 am - 11 pm / Fri 4:30 pm - 5:30 pm / Sat 6:45 am - 4:30 pm / Sun 5:30 am - 7 pm"
"Silver Fox - Grapevine","Mon 3:15 pm - 7 pm / Tues, Fri 11 am - 11:15 pm / Weds 3:45 pm - 7:45 pm / Thurs 10:45 am - 6:15 pm / Sat - Sun 3:15 pm - 1:45 am"
"McCusker’s Bistro & Lounge","Mon 9:45 am - 1:15 am / Tues 12:15 pm - 1:15 am / Weds 5:30 pm - 10:30 pm / Thurs 10:30 am - 2:45 pm / Fri 11:15 am - 5 pm / Sat 4:45 pm - 10:15 pm / Sun 2:15 pm - 2:30 am"
"The French Room","Mon, Thurs, Sat 11:45 am - 12:30 pm / Tues 5:30 pm - 12:15 pm / Weds 9:45 am - 4 pm / Fri 9:30 am - 10:30 pm / Sun 4 pm - 7:45 pm"
"Dakota's Steakhouse","Mon 9:30 am - 3:45 am / Tues, Thurs 8 am - 10 am / Weds 6:45 am - 1:45 am / Fri 5:30 am - 8:45 pm / Sat 12 pm - 4:15 pm / Sun 10:30 am - 6:30 pm"
"The Melting Pot - Dallas - Addison","Mon, Weds 5 pm - 2 am / Tues 3:45 pm - 4:30 pm / Thurs 6:45 am - 7 pm / Fri 1 pm - 12:45 pm / Sat 10 am - 3:15 am / Sun 11 am - 12 pm"
"The Old Warsaw","Mon 5:45 pm - 6 pm / Tues, Fri 8:15 am - 11:30 am / Weds 3:30 pm - 2:30 am / Thurs 7:30 am - 7:30 pm / Sat 12:15 pm - 4:30 pm / Sun 10 am - 10:30 pm"
"SÉR Steak+Spirits","Mon - Tues 5:45 pm - 3 am / Weds 9:30 am - 3 am / Thurs 2:15 pm - 3 pm / Fri, Sun 5:15 am - 8 am / Sat 10:15 am - 11:30 pm"
"The Capital Grille - Dallas - Uptown","Mon - Tues 5:45 am - 7 am / Weds, Fri 3:15 pm - 5:45 pm / Thurs, Sun 5:15 am - 11:30 pm / Sat 5:45 am - 5:15 pm"
"Bob's Steak & Chop House - Dallas on Lamar","Mon, Sat 12:45 pm - 9:45 pm / Tues 1:30 pm - 7:30 pm / Weds - Thurs 6:30 am - 7:30 am / Fri 2:30 pm - 8:15 pm / Sun 4:30 pm - 6:45 pm"
"Nonna - Dallas","Mon - Tues, Sat 10:45 am - 8 pm / Weds, Sun 12:30 pm - 12:30 pm / Thurs 11:45 am - 11 pm / Fri 1:30 pm - 1:30 am"
"Whiskey Cake","Mon 10 am - 3:15 pm / Tues, Sat 5:15 pm - 1:30 am / Weds 9:15 am - 3 pm / Thurs 12 pm - 5:30 pm / Fri 6:15 am - 5 pm / Sun 10:15 am - 2:30 am"
"Mercy Wine Bar","Mon - Tues, Sat 5:30 am - 11:45 am / Weds 5:15 pm - 3 am / Thurs 2:15 pm - 10:15 pm / Fri 9:15 am - 1:30 pm / Sun 11:30 am - 11 pm"
"Prime","Mon 5:30 pm - 10:30 pm / Tues 2:30 pm - 1 am / Weds 5:45 pm - 3:30 am / Thurs, Sun 11:30 am - 12:30 pm / Fri 7:45 am - 11:15 am / Sat 12 pm - 1:45 am"
"Rafain Brazilian Steakhouse","Mon 6 am - 9:30 pm / Tues 4 pm - 10:45 pm / Weds 9:45 am - 11:15 am / Thurs, Sun 4:15 pm - 5:45 pm / Fri 5:30 pm - 8:15 pm / Sat 10:15 am - 11:30 am"
"The Capital Grille - Plano","Mon - Tues, Thurs 5 am - 11:45 am / Weds 12 pm - 5:30 pm / Fri 11:45 am - 10 pm / Sat 2 pm - 7:30 pm / Sun 1:45 pm - 11:45 pm"
"Steve Fields Steak and Lobster Lounge","Mon, Fri 3 pm - 6:15 pm / Tues 6:15 am - 11:45 am / Weds 1:15 pm - 6 pm / Thurs, Sun 4:30 pm - 12:30 pm / Sat 6 am - 11 pm"
"Queenie's Steakhouse","Mon, Weds 8:45 am - 3:15 am / Tues 5 am - 1:45 am / Thurs 3:15 pm - 5 pm / Fri 10 am - 1:45 am / Sat 9:15 am - 10:45 am / Sun 7:45 am - 1:45 am"
"Randy's Steakhouse","Mon, Weds 6 am - 1 pm / Tues 3:15 pm - 9:30 pm / Thurs, Sat 12:15 pm - 9:15 pm / Fri 5:30 pm - 10:45 pm / Sun 10 am - 7:15 pm"
"Salum Restaurant","Mon - Weds 12:45 pm - 12:45 pm / Thurs 2 pm - 3:30 pm / Fri 7:30 am - 2:15 pm / Sat 2 pm - 5 pm / Sun 12:15 pm - 11:30 pm"
"Café 43","Mon, Thurs 10:30 am - 9:30 pm / Tues 3 pm - 3:45 am / Weds 3:15 pm - 3:45 am / Fri 9:15 am - 8 pm / Sat 6:15 am - 5:45 pm / Sun 5:45 am - 6:45 pm"
"Knife","Mon - Tues 5:30 am - 6:30 pm / Weds, Sun 11 am - 9:45 pm / Thurs 3:30 pm - 1 am / Fri 8:30 am - 9:30 pm / Sat 11:45 am - 6 pm"
"Shinjuku Station","Mon, Weds 11:30 am - 6:45 pm / Tues 10:45 am - 5:30 pm / Thurs - Sat 6:15 am - 2:30 pm / Sun 1:30 pm - 10:45 pm"
"Mignon - Prime Steaks Seafood and Cocktails","Mon 7:15 am - 12 pm / Tues 8:30 am - 10:15 pm / Weds 3:45 pm - 8 pm / Thurs 9:15 am - 8:45 pm / Fri 11 am - 1:30 pm / Sat 3 pm - 4:30 pm / Sun 4:45 pm - 6:45 pm"
"Spaghetti Warehouse - Arlington","Mon 3:45 pm - 9 pm / Tues 1:15 pm - 4:45 pm / Weds, Sat 7:45 am - 1:30 pm / Thurs 10:30 am - 11:15 pm / Fri 11:30 am - 4 pm / Sun 8:30 am - 4:45 pm"
"Triniti at Tower Club","Mon, Weds 6:45 am - 12 pm / Tues, Fri 5:30 am - 4:45 pm / Thurs 8:15 am - 3:15 am / Sat 4:15 pm - 7:45 pm / Sun 1:45 pm - 12:45 pm"
"Dee Lincoln Steak & Burger Bar - Dallas","Mon - Tues 12:30 pm - 3 pm / Weds 6 am - 4:45 pm / Thurs, Sat 10:45 am - 1:15 am / Fri, Sun 7 am - 6:30 pm"
"Savor","Fri - Mon, Weds 12:45 pm - 10:30 pm / Tues, Thurs 12:45 pm - 1 pm"
"Grand Met","Mon 8:15 am - 2:45 pm / Tues, Fri - Sat 10:45 am - 1:45 am / Weds 10 am - 8:30 pm / Thurs 5:30 pm - 2:30 am / Sun 3:30 pm - 8:15 pm"
"III Forks - Dallas","Mon, Thurs 7:15 am - 1 am / Tues 8:15 am - 11:30 am / Weds, Fri 4:45 pm - 7 pm / Sat 7 am - 4:30 pm / Sun 10:30 am - 5:45 pm"
"Maple Manor","Mon 6 am - 8 am / Tues 1:45 pm - 10:30 pm / Weds 4 pm - 8 pm / Thurs 1:30 pm - 5:15 pm / Fri, Sun 2:15 pm - 10 pm / Sat 10:30 am - 7:45 pm"
"CBD Provisions","Mon - Tues 6:15 am - 1:15 pm / Weds 5 pm - 8 pm / Thurs - Fri 1:15 pm - 11:45 pm / Sat 1:15 pm - 11:30 pm / Sun 11:15 am - 3:15 pm"
"Ai Sushi Sake Grill","Mon 5:30 pm - 2:45 am / Tues, Thurs 7 am - 10:30 pm / Weds 1 pm - 3:30 am / Fri 10:30 am - 5 pm / Sat 7 am - 11:15 pm / Sun 5:30 pm - 3:15 am"
"Pacific Table","Mon - Tues, Thurs 7:15 am - 3 pm / Weds 9 am - 10:15 am / Fri 5:30 am - 1:15 pm / Sat 12 pm - 4:15 pm / Sun 10:15 am - 2:30 am"
"Texas","Mon 10 am - 11:15 pm / Tues 5:15 am - 3:45 pm / Weds 8:30 am - 3:45 am / Thurs 7:30 am - 10:15 am / Fri 6 am - 2 am / Sat 4:30 pm - 8:45 pm / Sun 1:15 pm - 7 pm"
"Driftwood","Mon, Thurs 4:45 pm - 7 pm / Tues - Weds, Fri 8:30 am - 11:45 am / Sat 6 am - 9 am / Sun 4 pm - 9:45 pm"
"Table 13","Mon, Fri 5:45 am - 12:30 pm / Tues 12:45 pm - 1:45 pm / Weds 12:15 pm - 1:30 pm / Thurs 7:15 am - 12:15 pm / Sat 3:15 pm - 9:45 pm / Sun 12:45 pm - 3:45 pm"
"The Classic Cafe at Roanoke","Mon, Weds 8:30 am - 9:15 am / Tues, Fri - Sat 8:15 am - 6:45 pm / Thurs 5:30 am - 11:15 pm / Sun 6:30 am - 11:45 pm"
"Gemma","Mon, Weds 1:30 pm - 12:30 pm / Tues 7 am - 1 pm / Thurs 7:15 am - 3 am / Fri 5:15 pm - 7:15 pm / Sat 9:30 am - 11 pm / Sun 3 pm - 2:45 am"
"Sambuca - Plano","Mon, Weds 4:30 pm - 5:45 pm / Tues, Thurs, Sat 9:45 am - 11 am / Fri 5:30 am - 12:15 pm / Sun 4 pm - 7:45 pm"
"Bite City Grill","Mon 12:15 pm - 1 am / Tues 2:30 pm - 6:30 pm / Weds 11:45 am - 3:45 am / Thurs 5 am - 6:45 pm / Fri 11:45 am - 2:45 pm / Sat 5 pm - 6:30 pm / Sun 6:30 am - 1:45 am"
"Kennedy Room","Sun - Mon 6:15 am - 5:30 pm / Tues 11:15 am - 1:15 am / Weds 5:15 pm - 9:30 pm / Thurs 1:15 pm - 3:15 am / Fri 4:15 pm - 2:30 am / Sat 9 am - 10:30 am"
"FT33","Mon, Weds 7:45 am - 2:45 pm / Tues, Sat 7:45 am - 3:15 am / Thurs 1:15 pm - 2 am / Fri 8:15 am - 11:15 am / Sun 8:45 am - 3:30 pm"
"Dallas Chop House","Mon, Thurs 12 pm - 2:30 pm / Tues, Fri 8:15 am - 11:45 pm / Weds 2 pm - 5 pm / Sat 6 am - 2:30 am / Sun 2:30 pm - 3 am"
"LARK on the Park","Mon, Thurs 7:30 am - 10 am / Tues 2:45 pm - 8:45 pm / Weds 9:15 am - 2:15 pm / Fri 2:15 pm - 1 am / Sat 11 am - 11:30 pm / Sun 5:15 am - 9 pm"
"Cafe Malaga","Mon - Tues 9:45 am - 8:15 pm / Weds 5:15 am - 1:15 am / Thurs, Sun 12:45 pm - 7:30 pm / Fri - Sat 5:30 am - 9:30 pm"
"Smyth","Mon, Fri 8:45 am - 7 pm / Tues, Sun 3:30 pm - 5:45 pm / Weds 5 pm - 6:15 pm / Thurs 5:15 am - 3 am / Sat 8:30 am - 1:30 pm"
"Humperdinks - Arlington","Mon 11 am - 9:45 pm / Tues 10:15 am - 8:45 pm / Weds 4:45 pm - 8 pm / Thurs 12:30 pm - 12:15 pm / Fri 6:30 am - 3:45 pm / Sat 5:15 am - 9:15 am / Sun 9:45 am - 11 pm"
"Bijoux","Mon - Tues 6 am - 5:30 pm / Weds 10:30 am - 11:30 pm / Thurs 12 pm - 8:30 pm / Fri 7:30 am - 4:45 pm / Sat 8:15 am - 7 pm / Sun 6:30 am - 8 am"
"Buca di Beppo - Mesquite","Mon 3:45 pm - 4 pm / Tues, Sun 1:30 pm - 4:30 pm / Weds 6:15 am - 1:45 am / Thurs - Fri 11:30 am - 2:30 pm / Sat 2:15 pm - 9 pm"
"Primebar","Sun - Mon 10 am - 6 pm / Tues 10:15 am - 5:45 pm / Weds, Fri 11:30 am - 9:15 pm / Thurs 6:30 am - 7 pm / Sat 5 am - 1 am"
"Nola Grill","Mon - Tues 12:30 pm - 3 pm / Weds - Thurs 5 am - 9:15 am / Fri 7:45 am - 7:30 pm / Sat 6:45 am - 8:30 pm / Sun 12 pm - 12 pm"
"Cook Hall - Dallas","Sun - Mon 1:45 pm - 3:15 am / Tues 1 pm - 1 am / Weds, Fri 4 pm - 9 pm / Thurs 5:45 pm - 6:15 pm / Sat 11:30 am - 4 pm"
"Hibiscus","Mon 12:30 pm - 1:45 pm / Tues 2:15 pm - 8 pm / Weds 3:30 pm - 4:45 pm / Thurs 6 am - 4:15 pm / Fri 3:30 pm - 5:30 pm / Sat - Sun 5:30 am - 7:30 pm"
"Meso Maya - Preston Forest","Mon 12:30 pm - 2:15 am / Tues 4 pm - 10:30 pm / Weds 6 am - 9:45 pm / Thurs 7:45 am - 1:15 pm / Fri 8:30 am - 2:15 am / Sat 12:30 pm - 8:30 pm / Sun 7:15 am - 5:45 pm"
"Mexican Sugar","Mon 3:15 pm - 3:15 am / Tues, Sat 9:45 am - 12 pm / Weds 5 pm - 12:15 pm / Thurs 5:15 pm - 11:30 pm / Fri 5:30 pm - 8:45 pm / Sun 5:15 am - 2 am"
"Mercat","Mon - Tues 10:15 am - 8:30 pm / Weds - Thurs 3:45 pm - 3:15 am / Fri 2:15 pm - 2:45 am / Sat 11:15 am - 11:30 pm / Sun 1 pm - 1 am"
"Simply Fondue - Ft Worth","Mon, Thurs, Sat 1:45 pm - 2 pm / Tues - Weds, Sun 12:45 pm - 3:30 am / Fri 12:30 pm - 2:30 pm"
"Table and Tavern","Mon 11:45 am - 12:15 pm / Tues 12:15 pm - 2:45 pm / Weds 11 am - 3:30 pm / Thurs 1:15 pm - 8:30 pm / Fri - Sat 9:15 am - 10:30 pm / Sun 5 pm - 9:30 pm"
"R Bar & Grill Arlington","Mon 11:30 am - 6:30 pm / Tues - Weds, Fri 5:15 pm - 11:15 pm / Thurs 12:15 pm - 1:15 am / Sat 3:45 pm - 2:15 am / Sun 12:30 pm - 4 pm"
"Ivy Kitchen","Mon 5:45 am - 7:15 am / Tues - Weds 8:30 am - 2:30 am / Thurs 5:15 am - 1:15 pm / Fri 6:30 am - 1:30 am / Sat 5:45 am - 9 am / Sun 12:45 pm - 1:30 am"
"NHS Bar & Grill","Mon 5:45 am - 8:15 am / Tues 10 am - 12:30 pm / Weds 11:30 am - 9:30 pm / Thurs 8:45 am - 9 am / Fri 1:15 pm - 2:15 am / Sat 11 am - 1:15 am / Sun 1 pm - 12:45 pm"
"Texas de Brazil - Addison","Mon, Weds 3:15 pm - 8:45 pm / Tues, Fri 2 pm - 4:15 pm / Thurs 3 pm - 1:15 am / Sat 3:15 pm - 10 pm / Sun 1:45 pm - 6 pm"
"Benihana - Plano","Mon, Weds 12 pm - 1:15 am / Tues, Fri 5:30 am - 9 pm / Thurs 3 pm - 4:45 pm / Sat 5:15 am - 4:30 pm / Sun 9:45 am - 5:45 pm"
"Kenichi - Dallas","Mon, Fri 5:30 am - 6:30 pm / Tues 12:45 pm - 5:45 pm / Weds, Sat 7 am - 11 pm / Thurs 4 pm - 9 pm / Sun 6:30 am - 10:30 am"
"Blu","Mon, Weds 5:45 am - 7:45 am / Tues 3:30 pm - 11 pm / Thurs, Sat 7 am - 5:15 pm / Fri 3 pm - 2 am / Sun 3:30 pm - 10:45 pm"
"Seasons 52 - Plano","Mon - Tues 6:45 am - 8:45 am / Weds 11:15 am - 2 pm / Thurs 5:30 pm - 2 am / Fri 12:15 pm - 3:45 am / Sat 2:30 pm - 8:15 pm / Sun 8:15 am - 7:15 pm"
"Rafain Brazilian Steakhouse","Mon - Weds 5:45 pm - 6:30 pm / Thurs 10 am - 7:30 pm / Fri 4 pm - 6 pm / Sat - Sun 11 am - 2:15 am"
"TruFire Kitchen & Bar - Southlake","Mon, Sat 2:15 pm - 4:15 pm / Tues 5:30 pm - 8:15 pm / Weds 1:45 pm - 12:45 pm / Thurs, Sun 9 am - 4:15 pm / Fri 6:15 am - 10:45 am"
"Taco Diner Addison","Mon 4 pm - 11 pm / Tues 5:45 am - 1:30 pm / Weds 5 pm - 10:45 pm / Thurs 5:30 am - 2:45 pm / Fri - Sat 2:15 pm - 1 am / Sun 9:15 am - 1:45 pm"
"Oak","Mon - Tues, Sat 1 pm - 9 pm / Weds 12:30 pm - 6:30 pm / Thurs 5:30 am - 11:30 pm / Fri 12:45 pm - 1:45 pm / Sun 6 am - 5:30 pm"
"Avanti Ristorante","Mon - Tues 3:45 pm - 3:15 am / Weds 4 pm - 5:30 pm / Thurs - Fri 5 pm - 12:45 pm / Sat 5:30 pm - 1:30 am / Sun 8:30 am - 10:45 pm"
"Mi Cocina - Legacy","Mon - Tues 5:15 pm - 6 pm / Weds 3:45 pm - 7:45 pm / Thurs 9:30 am - 11:30 pm / Fri 7:45 am - 12:30 pm / Sat 5:30 am - 9:15 am / Sun 5:30 am - 9:30 pm"
"Henry's Tavern - Plano","Mon, Weds 5 pm - 1:45 am / Tues 1 pm - 5:15 pm / Thurs 6:30 am - 11:30 am / Fri 7:15 am - 12 pm / Sat 8 am - 3 am / Sun 5:45 pm - 9:45 pm"
"Zio Cecio","Mon 5:30 am - 11:45 am / Tues, Thurs, Sat 5 am - 7 pm / Weds, Fri 10:45 am - 8:15 pm / Sun 5:15 am - 2:30 am"
"Spoon Bar & Kitchen","Mon - Tues 9:45 am - 7:45 pm / Weds 5 am - 7:15 am / Thurs - Fri 11:15 am - 5:30 pm / Sat 3 pm - 1:45 am / Sun 5:45 am - 7:15 pm"
"Crumbzz","Mon 7:15 am - 12:45 pm / Tues - Weds 10:15 am - 1 pm / Thurs 12:30 pm - 2:45 am / Fri 2:45 pm - 11:45 pm / Sat 10:15 am - 8:45 pm / Sun 11:15 am - 7 pm"
"Piccolo Mondo","Sun - Mon, Weds 3 pm - 5:30 pm / Tues 12 pm - 2:45 pm / Thurs 5:30 pm - 8:45 pm / Fri 10 am - 7:30 pm / Sat 8:45 am - 4:45 pm"
"Wild Salsa","Mon - Tues 7:15 am - 10:30 am / Weds, Sat 6:45 am - 9 am / Thurs, Sun 4:45 pm - 12:30 pm / Fri 4 pm - 8 pm"
"Le Bilboquet - Dallas","Sun - Mon, Weds 4:15 pm - 8:30 pm / Tues 7:45 am - 11:30 am / Thurs - Fri 8:30 am - 10:30 pm / Sat 10:30 am - 6:30 pm"
"TEI-AN","Sun - Mon 8:30 am - 4 pm / Tues, Thurs 5:15 pm - 9:30 pm / Weds, Sat 3 pm - 7:15 pm / Fri 3:30 pm - 1:15 am"
"Sevy's Grill","Mon 2:30 pm - 1:45 am / Tues - Weds 5:30 am - 2 am / Thurs - Fri 3:45 pm - 1 am / Sat 5:30 pm - 11:15 pm / Sun 6:15 am - 5:30 pm"
"Kobe Steaks - Dallas","Sun - Mon 9:45 am - 7:15 pm / Tues - Weds, Sat 5:45 pm - 11:45 pm / Thurs 1:15 pm - 7 pm / Fri 5:30 pm - 6:45 pm"
"Texan Station at the Gaylord Texan","Mon 7:30 am - 3:30 pm / Tues 9:30 am - 3 am / Weds 3 pm - 12 pm / Thurs 7:45 am - 11:30 am / Fri 5:15 am - 7 am / Sat 9:15 am - 1:45 am / Sun 4 pm - 12:30 pm"
"Sushi Zushi of Southlake","Mon 7:45 am - 11 pm / Tues 8:45 am - 3:15 pm / Weds - Thurs, Sun 3:30 pm - 1 am / Fri 5 am - 12:15 pm / Sat 4:45 pm - 9 pm"
"Kenny's Smoke House","Mon, Weds 1:45 pm - 6:45 pm / Tues, Sat 9:30 am - 6:45 pm / Thurs 1:30 pm - 12:45 pm / Fri 11:15 am - 1 pm / Sun 3:15 pm - 1:45 am"
